kcal_scn,SSP_scn,measure,diet_scn,waste_scn,tech_scn,env_item,year,value,,,Environmental analysis:,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,water,2030,1586.054877,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,water,2050,1615.889545,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr,2010,52441.72672,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr,2030,63695.98023,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr,2050,71642.46909,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,phos,2010,6802.021249,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,phos,2030,8335.540594,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,phos,2050,9041.179136,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr_splus,2010,84330.4083,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr_splus,2030,92676.45294,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr_splus,2050,99195.19519,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr_sfert,2010,83982.91809,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr_sfert,2030,95064.28893,,,,,,,,,,
2100kcal,SSP2,abs,FLX,half_w,TECH_p,nitr_sfert,2050,101466.7334,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,GHGe,2010,1894.355628,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,GHGe,2030,2478.730291,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,GHGe,2050,2895.19327,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,land,2010,12415.98436,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,land,2030,15869.55778,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,land,2050,18309.56239,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,water,2010,1818.696547,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,water,2030,2338.364748,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,water,2050,2673.614039,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr,2010,91010.48898,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr,2030,111955.3357,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr,2050,125546.5111,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,phos,2010,16349.03198,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,phos,2030,20320.27312,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,phos,2050,22780.64537,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr_splus,2010,115527.3436,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr_splus,2030,136843.6291,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr_splus,2050,149947.952,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr_sfert,2010,124821.1137,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr_sfert,2030,154163.8362,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,BMK,nitr_sfert,2050,172394.2002,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,GHGe,2010,1727.281793,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,GHGe,2030,2353.680365,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,GHGe,2050,2650.300148,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,land,2010,12415.98436,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,land,2030,12721.74123,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,land,2050,12978.41709,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,water,2010,1818.696547,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,water,2030,1849.361432,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,water,2050,1890.102243,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr,2010,91010.48898,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr,2030,110675.9203,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr,2050,124150.9406,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,phos,2010,16349.03198,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,phos,2030,20056.34431,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,phos,2050,21856.35836,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr_splus,2010,115527.3436,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr_splus,2030,129195.2567,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr_splus,2050,139486.5503,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr_sfert,2010,124821.1137,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr_sfert,2030,146515.4638,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH,nitr_sfert,2050,161932.7984,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,GHGe,2010,1683.337542,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,GHGe,2030,2320.796474,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,GHGe,2050,2592.001723,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,land,2010,12260.31608,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,land,2030,12096.83196,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,land,2050,10955.32164,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,water,2010,1818.604023,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,water,2030,1848.790347,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,water,2050,1889.740181,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr,2010,63707.34229,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr,2030,77473.14423,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr,2050,86905.65844,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,phos,2010,8174.515991,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,phos,2030,10028.17216,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,phos,2050,10928.17918,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr_splus,2010,87447.1357,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr_splus,2030,93691.49966,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr_splus,2050,96683.09479,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr_sfert,2010,96740.90578,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr_sfert,2030,111011.7068,,,,,,,,,,
2100kcal,SSP2,abs,PSC,full_w,TECH_p,nitr_sfert,2050,119129.3429,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,GHGe,2010,1645.440036,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,GHGe,2030,2151.555709,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,GHGe,2050,2493.004649,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,land,2010,10676.55706,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,land,2030,13574.79468,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,land,2050,15539.19601,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,water,2010,1568.448689,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,water,2030,2007.21693,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,water,2050,2278.938635,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr,2010,73932.96256,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr,2030,90709.89726,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr,2050,101241.7844,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,phos,2010,13440.10145,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,phos,2030,16679.17567,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,phos,2050,18620.58643,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr_splus,2010,99152.66263,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr_splus,2030,117122.5294,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr_splus,2050,127962.7654,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr_sfert,2010,105570.4893,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr_sfert,2030,129815.7779,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,BMK,nitr_sfert,2050,144301.67,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,GHGe,2010,1496.250897,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,GHGe,2030,2038.955843,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,GHGe,2050,2272.75896,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,land,2010,10676.55706,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,land,2030,10875.59042,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,land,2050,11010.16154,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,water,2010,1568.448689,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,water,2030,1589.687284,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,water,2050,1616.83549,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr,2010,73932.96256,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr,2030,89721.6753,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr,2050,100220.178,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,phos,2010,13440.10145,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,phos,2030,16473.43405,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,phos,2050,17860.66574,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr_splus,2010,99152.66263,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr_splus,2030,110217.506,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr_splus,2050,118550.4187,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr_sfert,2010,105570.4893,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr_sfert,2030,122910.7546,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH,nitr_sfert,2050,134889.3233,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,GHGe,2010,1457.286882,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,GHGe,2030,2009.613622,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,GHGe,2050,2220.921086,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,land,2010,10542.41919,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,land,2030,10342.54832,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,land,2050,9288.118396,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,water,2010,1568.285347,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,water,2030,1589.088111,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,water,2050,1616.429391,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr,2010,51753.07379,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr,2030,62805.17271,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr,2050,70154.12459,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,phos,2010,6720.050724,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,phos,2030,8236.717023,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,phos,2050,8930.332869,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr_splus,2010,76187.48192,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr_splus,2030,81001.67961,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr_splus,2050,83250.48443,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr_sfert,2010,82605.30862,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr_sfert,2030,93694.92813,,,,,,,,,,
2100kcal,SSP2,abs,PSC,half_w,TECH_p,nitr_sfert,2050,99589.38906,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,GHGe,2010,1904.336468,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,GHGe,2030,2483.417315,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,GHGe,2050,2894.030751,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,land,2010,12636.95654,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,land,2030,16053.80163,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,land,2050,18442.61396,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,water,2010,1865.386094,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,water,2030,2391.318445,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,water,2050,2728.509567,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr,2010,90468.9178,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr,2030,110606.8574,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr,2050,123299.6389,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,phos,2010,16246.32726,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,phos,2030,20014.68486,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,phos,2050,22220.35439,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr_splus,2010,117481.8955,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr_splus,2030,138799.747,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr_splus,2050,151536.0093,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr_sfert,2010,124882.2828,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr_sfert,2030,152944.1384,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,BMK,nitr_sfert,2050,169582.7334,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,GHGe,2010,1737.255578,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,GHGe,2030,2358.618034,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,GHGe,2050,2650.000256,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,land,2010,12636.95654,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,land,2030,12831.76848,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,land,2050,12985.41923,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,water,2010,1865.386094,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,water,2030,1885.207437,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,water,2050,1914.262928,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr,2010,90468.9178,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr,2030,109501.9664,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr,2050,122276.5858,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,phos,2010,16246.32726,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,phos,2030,19788.52359,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,phos,2050,21385.05016,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr_splus,2010,117481.8955,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr_splus,2030,131120.3792,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr_splus,2050,141121.6358,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr_sfert,2010,124882.2828,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr_sfert,2030,145264.7706,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH,nitr_sfert,2050,159168.3599,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,GHGe,2010,1693.134802,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,GHGe,2030,2325.673029,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,GHGe,2050,2591.676202,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,land,2010,12490.09034,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,land,2030,12226.4289,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,land,2050,11002.91227,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,water,2010,1865.342173,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,water,2030,1884.695189,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,water,2050,1913.980524,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr,2010,63328.24246,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr,2030,76651.37646,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr,2050,85593.61006,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,phos,2010,8123.163628,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,phos,2030,9894.261794,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,phos,2050,10692.52508,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr_splus,2010,89654.82256,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr_splus,2030,96428.63634,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr_splus,2050,99815.54739,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr_sfert,2010,97055.20977,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr_sfert,2030,110573.0277,,,,,,,,,,
2100kcal,SSP2,abs,VEG,full_w,TECH_p,nitr_sfert,2050,117862.2715,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,GHGe,2010,1657.414227,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,GHGe,2030,2160.636247,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,GHGe,2050,2498.578357,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,land,2010,10944.55185,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,land,2030,13847.45382,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,land,2050,15804.44747,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,water,2010,1615.28712,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,water,2030,2062.651741,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,water,2050,2339.489303,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr,2010,73688.29629,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr,2030,89909.44412,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr,2050,99809.28695,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,phos,2010,13415.06013,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,phos,2030,16518.68031,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,phos,2050,18276.51308,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr_splus,2010,101237.7516,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr_splus,2030,119383.194,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr_splus,2050,130051.1597,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr_sfert,2010,106270.1442,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr_sfert,2030,129747.3897,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,BMK,nitr_sfert,2050,143157.3158,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,GHGe,2010,1507.959683,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,GHGe,2030,2048.041075,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,GHGe,2050,2278.605296,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,land,2010,10944.55185,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,land,2030,11061.96367,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,land,2050,11124.54844,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,water,2010,1615.28712,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,water,2030,1628.516855,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,water,2050,1647.671228,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr,2010,73688.29629,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr,2030,89049.29287,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr,2050,99061.47473,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,phos,2010,13415.06013,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,phos,2030,16340.67214,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,phos,2050,17582.16825,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr_splus,2010,101237.7516,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr_splus,2030,112327.7065,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr_splus,2050,120475.2576,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr_sfert,2010,106270.1442,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr_sfert,2030,122691.9022,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH,nitr_sfert,2050,133581.4137,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,GHGe,2010,1468.768375,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,GHGe,2030,2018.582402,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,GHGe,2050,2226.60777,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,land,2010,10817.30201,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,land,2030,10540.89718,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,land,2050,9417.935324,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,water,2010,1615.169699,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,water,2030,1627.973828,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,water,2050,1647.34126,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr,2010,51581.8074,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr,2030,62334.50501,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr,2050,69343.03231,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,phos,2010,6707.530066,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,phos,2030,8170.336072,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,phos,2050,8791.084127,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr_splus,2010,78428.25935,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr_splus,2030,83709.27434,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr_splus,2050,86243.13822,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr_sfert,2010,83460.652,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr_sfert,2030,94073.47005,,,,,,,,,,
2100kcal,SSP2,abs,VEG,half_w,TECH_p,nitr_sfert,2050,99349.29435,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,GHGe,2010,1347.929565,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,GHGe,2030,1639.932012,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,GHGe,2050,1873.242646,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,land,2010,12592.68069,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,land,2030,16014.01936,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,land,2050,18354.46968,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,water,2010,1969.563631,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,water,2030,2529.658481,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,water,2050,2884.137951,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,nitr,2010,89734.83633,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,nitr,2030,110231.1713,,,,,,,,,,
2100kcal,SSP2,abs,VGN,full_w,BMK,nitr,2050,122599.7744,,,,,,,,,,
